user_id,group,sessions,deposits,feature_used,churn
933,control,4,54.98,1,1
934,treatment,1,218.12,0,0
935,treatment,2,106.41,1,0
936,treatment,2,63.74,1,1
937,control,5,93.33,0,1
938,treatment,6,157.05,1,0
939,control,3,67.91,0,0
940,control,4,50.0,0,0
941,control,6,40.99,0,0
942,treatment,5,116.84,0,1
943,control,5,40.38,0,1
944,treatment,2,32.34,1,0
945,treatment,5,116.36,1,0
946,control,3,67.39,0,0
947,treatment,5,108.68,0,0
948,control,7,19.82,0,1
949,control,7,51.49,1,0
950,treatment,7,33.9,0,0
951,control,7,28.28,1,0
952,control,5,97.74,0,0
953,treatment,7,93.39,1,1
954,control,3,99.12,1,0
955,control,5,33.71,0,0
956,control,3,63.68,0,1
957,treatment,9,26.61,1,1
958,control,6,117.51,1,0
959,treatment,2,107.87,1,1
960,control,4,84.45,0,0
961,control,5,159.83,0,1
962,treatment,4,93.49,0,1
963,treatment,6,42.58,1,0
964,treatment,7,60.48,1,0
965,control,5,67.26,1,0
966,control,4,61.97,1,0
967,treatment,6,93.16,0,1
968,control,6,131.83,1,0
969,treatment,5,28.38,1,1
970,treatment,3,50.89,1,0
971,treatment,8,75.81,1,1
972,control,11,175.16,1,0
973,control,5,62.88,0,1
974,control,5,167.7,0,1
975,treatment,9,44.16,0,0
976,control,4,101.05,0,0
977,control,2,42.73,1,0
978,control,5,61.32,0,1
979,treatment,6,154.31,0,0
980,control,3,135.18,0,1
981,treatment,6,117.99,1,0
982,control,8,84.37,0,0
983,control,5,73.2,1,0
984,control,1,83.88,0,0
985,control,4,126.99,1,0
986,treatment,10,77.18,1,0
987,control,7,21.76,0,0
988,control,5,145.63,1,1
989,treatment,5,169.43,1,0
990,control,5,25.52,1,0
991,control,8,203.07,0,1
992,control,6,57.55,0,1
993,control,2,38.72,0,0
994,treatment,7,154.18,1,0
995,treatment,3,37.53,1,0
996,control,5,49.6,0,0
997,control,5,133.44,1,0
998,control,4,142.25,0,1
999,control,6,23.35,1,1
1000,treatment,8,247.82,0,0
1001,treatment,5,99.73,0,1
1002,control,6,62.19,0,1
1003,control,2,84.38,1,1
1004,treatment,5,168.88,1,0
1005,treatment,4,73.99,0,1
1006,treatment,3,68.47,1,1
1007,control,3,99.52,1,0
1008,control,2,48.92,0,0
1009,control,6,182.69,0,1
1010,control,4,123.14,0,0
1011,treatment,7,142.35,0,0
1012,treatment,2,129.55,1,1
1013,treatment,7,75.72,0,0
1014,control,5,52.14,1,0
1015,control,4,54.8,0,0
1016,treatment,5,157.32,1,0
1017,treatment,5,77.06,1,1
1018,treatment,9,61.68,1,0
1019,control,2,85.74,0,1
1020,treatment,6,313.6,1,0
1021,control,3,45.23,0,0
1022,control,3,177.13,0,1
1023,treatment,7,167.86,1,0
1024,control,2,43.38,1,1
1025,control,6,213.45,0,0
1026,treatment,8,38.46,1,0
1027,control,7,147.51,1,1
1028,treatment,8,28.33,0,1
1029,control,3,140.41,0,0
1030,control,3,174.64,0,0
1031,control,3,27.3,0,0
1032,control,7,75.2,0,1
1033,treatment,4,139.32,1,0
1034,control,7,68.1,1,1
1035,control,9,127.42,0,1
1036,treatment,2,132.51,1,0
1037,control,6,80.74,0,0
1038,treatment,3,157.3,1,0
1039,treatment,5,35.01,1,1
1040,control,3,138.82,1,0
1041,control,3,64.39,0,0
1042,control,6,41.21,0,1
1043,treatment,5,79.7,1,0
1044,control,3,66.39,0,1
1045,control,3,40.49,1,1
1046,treatment,5,28.12,0,0
1047,treatment,9,118.21,1,1
1048,control,5,8.4,1,0
1049,control,6,37.29,0,1
1050,treatment,9,86.58,0,0
1051,control,8,7.31,0,1
1052,control,4,72.8,1,1
1053,treatment,7,128.93,0,0
1054,control,1,143.68,0,0
1055,control,4,51.31,1,1
1056,treatment,5,116.77,0,1
1057,control,7,89.21,0,1
1058,treatment,5,123.45,1,0
1059,treatment,8,60.82,0,1
1060,treatment,4,96.2,1,0
1061,control,8,128.12,1,0
1062,control,7,431.94,0,0
1063,treatment,4,190.65,0,0
1064,treatment,9,203.67,0,0
1065,control,9,87.79,1,0
1066,control,6,164.54,1,1
1067,treatment,5,23.89,1,1
1068,treatment,5,72.69,1,0
1069,treatment,6,132.57,1,1
1070,treatment,8,95.8,1,1
1071,treatment,6,117.34,1,0
1072,treatment,7,98.17,1,1
1073,control,5,180.11,0,1
1074,control,3,174.66,0,0
1075,treatment,4,43.63,1,0
1076,treatment,4,99.45,0,0
1077,control,6,51.85,1,0
1078,control,9,39.05,0,0
1079,control,0,120.58,0,0
1080,control,4,98.31,0,0
1081,control,4,26.17,0,1
1082,treatment,7,69.3,1,0
1083,control,8,81.18,0,1
1084,control,4,26.5,0,1
1085,treatment,7,65.72,1,0
1086,treatment,5,80.35,1,1
1087,treatment,8,96.66,1,0
1088,treatment,5,100.85,0,0
1089,control,6,51.62,0,0
1090,treatment,5,97.34,0,0
1091,control,4,107.67,0,0
1092,treatment,7,28.45,1,1
1093,treatment,5,79.82,1,0
1094,treatment,3,133.31,0,1
1095,control,4,198.29,0,0
1096,treatment,5,66.74,1,0
1097,treatment,6,92.75,1,0
1098,control,2,159.35,1,0
1099,treatment,6,33.05,0,0
1100,control,7,89.72,0,1
1101,treatment,4,50.6,0,1
1102,treatment,6,136.59,1,0
1103,control,3,35.02,1,0
1104,treatment,4,122.88,1,0
1105,treatment,8,128.13,0,1
1106,control,2,133.09,0,1
1107,treatment,9,72.87,1,1
1108,treatment,6,70.65,1,0
1109,treatment,4,105.12,1,0
1110,control,11,15.81,1,0
1111,treatment,4,106.35,0,1
1112,control,3,162.12,0,0
1113,treatment,7,167.15,0,0
1114,treatment,10,77.32,1,1
1115,treatment,3,58.43,0,0
1116,treatment,9,82.63,1,0
1117,treatment,7,42.04,0,0
1118,control,5,49.19,1,0
1119,treatment,2,95.96,0,0
1120,control,7,102.81,1,1
1121,control,3,29.94,1,1
1122,control,7,144.15,1,0
1123,control,4,82.96,0,0
1124,control,4,140.33,1,1
1125,treatment,6,111.31,1,1
1126,control,6,99.93,0,0
1127,treatment,3,61.77,1,1
1128,control,5,236.48,0,0
1129,treatment,8,93.77,1,0
1130,control,7,62.84,1,1
1131,control,2,281.63,0,0
1132,control,7,74.96,0,1
1133,control,4,160.22,0,0
1134,control,2,114.4,1,0
1135,treatment,3,169.46,1,1
1136,control,3,221.94,0,0
1137,treatment,8,56.07,1,1
1138,control,4,146.46,0,0
1139,control,3,84.77,1,1
1140,treatment,7,209.98,1,0
1141,control,5,70.96,0,1
1142,treatment,9,62.33,1,0
1143,treatment,6,138.78,1,0
1144,control,4,31.81,0,1
1145,treatment,7,135.09,1,1
1146,control,8,281.75,1,1
1147,control,7,47.48,0,0
1148,control,10,91.32,0,1
1149,control,8,95.97,0,1
1150,control,7,70.7,1,0
1151,treatment,3,131.43,1,1
1152,treatment,2,83.98,1,0
1153,control,4,61.15,1,1
1154,treatment,5,188.13,1,0
1155,treatment,8,73.68,0,0
1156,control,11,37.44,1,1
1157,treatment,7,45.39,0,0
1158,treatment,7,63.81,0,0
1159,control,4,222.07,1,0
1160,control,6,206.93,1,0
1161,control,5,176.25,0,0
1162,control,7,196.63,0,0
1163,treatment,3,149.13,1,1
1164,treatment,5,76.0,0,0
1165,treatment,8,67.41,1,0
1166,control,3,124.99,1,1
1167,treatment,7,164.98,1,0
1168,treatment,6,27.33,0,0
1169,control,7,44.07,0,0
1170,control,6,119.7,1,1
1171,treatment,3,221.97,1,0
1172,control,4,96.05,0,0
1173,control,2,169.06,1,1
1174,treatment,5,81.77,0,0
1175,control,6,85.5,0,1
1176,control,8,63.12,0,0
1177,control,5,54.97,0,0
1178,treatment,4,84.74,1,1
1179,treatment,7,33.92,1,1
1180,control,7,274.57,1,1
1181,control,2,43.12,0,0
1182,control,9,206.59,1,1
1183,control,2,53.28,0,1
1184,control,5,153.23,0,1
1185,control,5,65.64,0,1
1186,treatment,4,98.71,1,0
1187,control,5,67.62,1,0
1188,control,5,55.34,0,0
1189,control,2,36.2,0,1
1190,treatment,6,39.63,1,0
1191,control,7,98.79,0,0
1192,control,6,153.99,0,0
1193,treatment,3,90.05,0,1
1194,treatment,6,172.18,0,0
1195,control,3,33.23,0,1
1196,treatment,4,93.81,1,0
1197,control,4,45.9,1,0
1198,treatment,6,223.32,1,0
1199,control,5,75.87,1,0
1200,control,6,107.9,1,0
1201,control,0,120.98,1,1
1202,control,5,220.36,1,1
1203,control,1,200.33,0,1
1204,treatment,2,129.07,0,0
1205,treatment,7,92.68,0,0
1206,treatment,5,290.29,1,1
1207,control,1,12.79,0,1
1208,treatment,6,153.26,0,0
1209,control,1,406.8,0,1
1210,control,3,109.05,1,0
1211,treatment,4,41.86,0,1
1212,treatment,3,71.48,1,0
1213,control,4,31.29,0,1
1214,treatment,7,10.58,0,1
1215,control,6,167.36,0,0
1216,control,9,331.09,0,0
1217,treatment,5,153.82,1,0
1218,treatment,6,48.64,1,1
1219,treatment,5,111.33,1,0
1220,control,4,174.36,1,1
1221,treatment,6,94.24,1,0
1222,treatment,5,163.24,1,0
1223,treatment,4,114.6,0,1
1224,control,9,92.58,1,0
1225,treatment,4,161.1,1,0
1226,treatment,6,52.81,1,0
1227,control,5,8.63,1,1
1228,treatment,4,123.68,1,1
1229,control,4,51.41,0,0
1230,treatment,11,128.73,0,0
1231,treatment,7,60.25,1,0
1232,treatment,4,95.91,1,0
1233,control,8,86.61,0,0
1234,control,6,87.41,1,1
1235,treatment,5,221.68,1,0
1236,treatment,8,70.2,1,0
1237,treatment,5,36.46,0,1
1238,control,4,34.89,1,1
1239,treatment,6,198.14,1,1
1240,control,5,29.04,1,1
1241,control,8,93.89,1,0
1242,control,5,110.17,0,1
1243,treatment,7,115.14,1,1
1244,treatment,4,44.36,1,0
1245,control,4,334.61,1,0
1246,control,4,66.2,0,1
1247,treatment,8,47.71,0,0
1248,control,6,36.21,0,1
1249,treatment,5,208.75,1,0
1250,treatment,6,169.38,0,0
1251,treatment,4,194.31,0,1
1252,control,4,223.1,0,0
1253,treatment,7,106.17,1,1
1254,control,5,34.48,0,0
1255,control,6,31.34,0,0
1256,control,5,73.96,0,1
1257,treatment,4,123.06,1,0
1258,control,4,128.57,0,0
1259,treatment,10,77.16,0,0
1260,treatment,3,206.16,1,0
1261,treatment,6,481.17,0,1
1262,control,5,170.16,1,0
1263,control,6,132.73,0,0
1264,treatment,8,57.27,1,0
1265,treatment,5,185.35,1,0
1266,treatment,7,36.96,1,0
1267,control,6,30.4,0,0
1268,treatment,4,88.93,1,1
1269,control,3,121.32,0,1
1270,control,2,16.05,1,1
1271,control,7,177.54,1,1
1272,control,5,38.82,0,1
1273,treatment,3,37.06,1,0
1274,control,2,89.7,1,0
1275,treatment,7,67.19,1,1
1276,control,5,114.92,0,1
1277,treatment,6,224.15,1,1
1278,control,6,41.59,0,0
1279,control,4,15.69,1,0
1280,control,7,140.67,0,0
1281,control,5,50.28,1,0
1282,control,7,7.94,0,1
1283,control,2,103.69,0,0
1284,treatment,5,137.37,0,0
1285,control,3,113.88,1,0
1286,control,4,42.82,0,0
1287,treatment,5,113.0,1,0
1288,treatment,11,150.33,0,0
1289,control,3,91.95,1,0
1290,treatment,4,179.63,0,0
1291,control,2,181.16,1,0
1292,control,5,41.63,0,1
1293,treatment,3,101.57,1,0
1294,treatment,5,59.87,0,0
1295,control,4,169.68,0,1
1296,treatment,6,252.42,1,0
1297,control,8,114.53,0,0
1298,treatment,2,167.54,0,0
1299,control,3,86.04,1,1
1300,control,8,211.07,0,0
1301,control,4,70.8,1,1
1302,control,8,29.07,0,0
1303,control,7,158.01,1,1
1304,treatment,7,128.12,0,0
1305,treatment,3,50.3,0,0
1306,control,4,108.74,0,0
1307,treatment,11,197.53,0,1
1308,treatment,2,27.35,1,1
1309,control,5,97.71,1,0
1310,control,8,81.74,0,1
1311,control,2,74.62,0,0
1312,control,6,43.55,1,1
1313,treatment,5,182.05,1,1
1314,control,8,56.7,0,0
1315,control,5,118.15,1,0
1316,treatment,7,41.03,1,1
1317,treatment,9,106.4,1,0
1318,control,7,14.95,1,1
1319,treatment,6,224.83,1,1
1320,control,1,151.01,0,0
1321,control,7,54.91,1,0
1322,control,11,90.66,0,1
1323,control,1,27.98,0,0
1324,treatment,7,165.47,0,1
1325,treatment,9,79.89,1,1
1326,treatment,11,55.08,0,1
1327,treatment,7,85.23,0,0
1328,treatment,4,50.24,1,0
1329,treatment,3,194.95,1,0
1330,control,5,97.12,0,0
1331,control,7,250.21,0,0
1332,control,5,100.68,1,0
1333,treatment,8,187.84,1,0
1334,control,8,176.49,0,1
1335,control,4,64.59,0,0
1336,treatment,7,154.19,1,0
1337,treatment,6,21.4,1,0
1338,treatment,13,98.33,0,1
1339,control,6,120.4,0,0
1340,control,5,86.77,0,0
1341,treatment,2,66.56,1,1
1342,control,4,102.04,0,1
1343,control,1,154.16,1,0
1344,control,6,69.88,1,0
1345,treatment,7,48.35,0,0
1346,control,2,138.48,0,1
1347,control,5,59.01,0,0
1348,control,6,83.29,0,0
1349,treatment,2,109.12,1,0
1350,control,5,59.54,1,0
1351,control,8,75.26,0,1
1352,control,3,120.38,0,0
1353,control,2,65.31,0,1
1354,treatment,4,119.99,1,0
1355,control,7,142.61,0,0
1356,treatment,10,82.66,1,0
1357,control,3,69.17,0,1
1358,treatment,8,210.81,0,0
1359,control,2,86.61,1,0
1360,treatment,3,263.81,1,0
1361,treatment,8,13.24,1,0
1362,control,5,230.56,0,0
1363,treatment,3,72.66,1,1
1364,treatment,6,85.27,1,0
1365,treatment,8,123.59,1,1
1366,treatment,8,137.47,0,0
1367,treatment,3,117.82,1,0
1368,control,8,125.98,0,0
1369,treatment,7,65.23,1,1
1370,treatment,4,78.89,1,0
1371,treatment,9,118.78,0,1
1372,control,6,195.62,1,0
1373,treatment,7,113.45,1,0
1374,control,13,129.85,1,0
1375,control,5,64.69,0,0
1376,control,6,64.79,0,0
1377,control,6,146.84,1,0
1378,control,1,77.04,1,1
1379,treatment,7,106.34,1,0
1380,treatment,1,81.99,1,0
1381,treatment,7,43.3,1,1
1382,treatment,8,59.45,1,0
1383,treatment,8,174.79,1,0
1384,treatment,7,67.96,1,0
1385,treatment,12,76.19,0,0
1386,treatment,9,44.18,0,1
1387,treatment,4,34.39,1,0
1388,control,5,82.13,1,0
1389,control,6,343.22,0,1
1390,control,1,65.74,0,0
1391,control,7,252.84,1,1
1392,control,7,30.61,1,1
1393,control,2,91.72,0,0
1394,treatment,6,94.42,1,0
1395,treatment,2,179.49,0,0
1396,control,7,31.25,0,1
1397,control,8,88.57,1,0
1398,treatment,2,154.68,0,0
1399,treatment,7,257.88,1,1
1400,control,9,21.77,0,0
1401,treatment,9,163.4,1,1
1402,treatment,8,215.65,1,1
1403,control,5,106.8,0,1
1404,treatment,10,46.57,1,1
1405,treatment,7,59.37,1,0
1406,control,3,35.63,1,1
1407,treatment,5,87.75,1,0
1408,treatment,5,39.1,1,0
1409,treatment,5,125.16,1,0
1410,treatment,4,135.34,1,0
1411,treatment,5,66.41,1,0
1412,control,3,19.25,0,0
1413,treatment,6,72.77,0,0
1414,treatment,5,79.12,0,0
1415,treatment,10,111.61,1,1
1416,control,4,48.64,1,1
1417,treatment,1,38.68,1,1
1418,treatment,4,138.88,1,0
1419,control,6,42.38,0,0
1420,control,6,102.82,0,0
1421,treatment,7,68.98,1,1
1422,treatment,3,169.64,1,0
1423,treatment,9,126.1,1,0
1424,control,6,70.06,0,0
1425,treatment,4,111.4,1,0
1426,treatment,10,143.32,1,1
1427,treatment,6,187.28,0,0
1428,treatment,7,131.4,1,0
1429,treatment,5,21.69,1,1
1430,treatment,7,48.73,1,0
1431,treatment,9,196.36,0,1
1432,control,6,161.75,0,0
1433,treatment,6,107.07,1,1
1434,control,5,91.81,1,1
1435,control,6,44.27,0,0
1436,control,5,152.81,0,1
1437,treatment,5,141.48,1,0
1438,control,4,56.83,1,0
1439,treatment,12,91.57,1,0
1440,treatment,5,106.62,1,1
1441,control,2,52.49,0,0
1442,treatment,9,41.14,1,1
1443,control,4,28.46,1,0
1444,treatment,10,106.19,1,1
1445,treatment,8,77.87,1,0
1446,control,5,49.11,0,0
1447,treatment,5,43.23,1,1
1448,control,9,38.12,1,0
1449,control,6,86.75,0,1
1450,control,3,73.02,1,1
1451,control,5,56.23,1,1
1452,treatment,7,54.72,1,1
1453,control,2,125.46,0,0
1454,treatment,6,101.66,1,1
1455,treatment,6,146.43,1,0
1456,treatment,6,21.89,0,1
1457,treatment,2,37.82,0,0
1458,treatment,6,78.53,1,1
1459,treatment,9,47.19,1,1
1460,treatment,5,78.51,1,0
1461,control,1,47.4,0,0
1462,control,4,32.73,0,0
1463,control,7,60.25,1,1
1464,treatment,6,35.52,0,0
1465,treatment,1,291.76,1,1
1466,control,10,132.09,0,1
1467,control,9,113.28,0,0
1468,control,6,63.9,1,1
1469,control,5,190.87,1,0
1470,control,3,25.17,1,0
1471,treatment,5,425.17,0,0
1472,control,5,139.84,0,1
1473,control,5,143.96,0,1
1474,control,1,109.7,0,1
1475,treatment,5,133.31,0,1
1476,treatment,11,120.29,0,0
1477,control,4,74.67,0,1
1478,control,9,14.95,0,0
1479,treatment,8,116.3,1,1
1480,treatment,4,208.35,1,0
1481,treatment,6,65.59,1,1
1482,treatment,6,99.97,0,0
1483,control,6,15.03,0,0
1484,treatment,4,156.71,1,0
1485,treatment,3,70.2,1,0
1486,control,7,63.63,0,1
1487,treatment,3,72.66,0,0
1488,control,6,354.77,1,0
1489,control,7,95.84,0,0
1490,control,6,78.56,0,0
1491,control,5,3.74,0,0
1492,control,2,114.58,0,1
1493,control,5,57.28,1,0
1494,treatment,4,119.23,1,0
1495,treatment,6,88.52,1,1
1496,treatment,8,51.97,0,0
1497,treatment,3,83.81,1,0
1498,control,3,85.12,1,1
1499,control,8,78.69,1,0
1500,control,2,105.7,0,0
1501,treatment,10,135.34,1,0
1502,treatment,2,66.54,0,0
1503,control,7,199.54,0,0
1504,treatment,4,57.1,1,0
1505,control,4,50.06,1,0
1506,treatment,5,271.34,1,1
1507,treatment,2,104.5,1,0
1508,treatment,3,85.96,1,0
1509,treatment,6,50.63,1,0
1510,treatment,3,186.56,0,0
1511,control,5,126.03,1,0
1512,treatment,4,79.31,1,1
1513,treatment,7,123.67,1,0
1514,treatment,7,59.79,0,1
1515,treatment,3,110.36,0,0
1516,control,4,52.12,0,0
1517,treatment,2,140.0,1,1
1518,control,5,97.45,0,1
1519,treatment,8,208.63,0,1
1520,control,9,68.19,1,0
1521,control,4,107.14,0,1
1522,control,7,12.14,0,0
1523,control,2,107.52,0,1
1524,treatment,7,249.21,1,1
1525,control,3,85.21,0,1
1526,treatment,7,32.78,1,0
1527,treatment,7,170.95,1,1
1528,control,6,104.1,0,1
1529,control,5,41.61,0,1
1530,control,2,98.58,0,0
1531,treatment,7,118.39,0,0
1532,control,3,87.27,0,1
1533,control,1,127.7,0,0
1534,control,8,279.86,1,0
1535,control,2,375.23,1,1
1536,control,6,323.81,0,1
1537,control,4,62.17,0,1
1538,treatment,8,21.26,1,1
1539,control,9,104.97,1,1
1540,treatment,7,87.25,1,0
1541,control,6,70.39,0,0
1542,treatment,9,45.68,0,0
1543,treatment,6,170.0,1,1
1544,treatment,7,76.0,0,0
1545,control,9,33.85,1,1
1546,treatment,6,133.06,1,1
1547,control,2,147.65,1,0
1548,control,3,144.17,1,0
1549,treatment,4,92.99,1,1
1550,control,8,300.32,0,0
1551,treatment,8,36.34,1,0
1552,treatment,5,118.96,1,0
1553,treatment,4,347.52,1,1
1554,control,5,62.13,1,0
1555,control,2,262.07,0,1
1556,treatment,4,170.88,1,0
1557,control,7,29.06,0,0
1558,treatment,6,39.7,1,0
1559,control,8,129.5,1,1
1560,treatment,4,149.07,0,1
1561,control,4,140.4,0,1
1562,treatment,5,69.97,1,0
1563,control,3,210.98,0,1
1564,treatment,3,29.54,1,1
1565,control,5,28.0,0,1
1566,treatment,6,54.35,1,1
1567,control,1,33.77,0,0
1568,control,2,200.72,0,0
1569,treatment,5,124.38,0,0
1570,control,8,161.12,0,0
1571,control,7,31.11,0,0
1572,treatment,7,170.03,1,0
1573,treatment,5,253.98,1,0
1574,control,1,78.33,0,0
1575,control,3,5.65,1,0
1576,control,6,92.85,0,0
1577,treatment,8,112.31,1,0
1578,treatment,6,35.28,0,1
1579,treatment,9,59.7,1,0
1580,treatment,4,190.15,0,1
1581,control,9,208.33,1,1
1582,control,11,73.06,1,0
1583,control,7,186.2,1,0
1584,control,3,110.01,0,1
1585,control,4,47.49,1,0
1586,treatment,2,70.12,0,0
1587,treatment,8,195.57,0,1
1588,control,8,19.67,0,1
1589,treatment,4,43.24,1,0
1590,treatment,6,109.95,0,0
1591,control,4,73.19,1,0
1592,control,1,176.47,0,0
1593,control,4,119.81,0,1
1594,treatment,3,83.9,0,0
1595,treatment,6,100.82,1,0
1596,control,9,87.35,0,1
1597,treatment,5,36.32,1,1
1598,treatment,8,77.05,1,0
1599,control,2,107.06,0,0
1600,treatment,8,170.6,1,0
1601,treatment,5,46.78,1,0
1602,treatment,7,254.05,1,0
1603,treatment,8,200.14,0,0
1604,treatment,3,87.58,1,0
1605,control,7,155.03,1,1
1606,control,7,114.3,0,0
1607,control,6,154.27,0,0
1608,treatment,4,100.6,1,1
1609,control,3,122.5,1,0
1610,treatment,3,151.12,1,0
1611,control,4,145.74,0,0
1612,control,3,97.96,0,0
1613,treatment,9,377.21,0,0
1614,control,3,28.78,0,1
1615,treatment,7,68.51,1,0
1616,treatment,4,54.65,1,1
1617,treatment,5,47.73,1,1
1618,treatment,6,48.07,1,0
1619,control,7,94.46,1,1
1620,treatment,9,157.25,1,0
1621,control,6,85.21,0,0
1622,control,1,212.85,0,1
1623,treatment,5,57.2,0,1
1624,treatment,3,13.17,0,0
1625,treatment,4,56.25,1,0
1626,control,8,189.6,1,1
1627,control,5,53.02,1,0
1628,control,8,41.98,0,0
1629,treatment,9,50.77,0,0
1630,treatment,6,100.16,1,1
1631,control,5,34.89,0,0
1632,treatment,5,31.58,0,0
1633,control,6,110.39,0,0
1634,treatment,4,133.51,1,0
1635,treatment,9,85.87,0,1
1636,treatment,9,180.55,1,0
1637,treatment,4,77.28,1,1
1638,treatment,7,86.7,1,1
1639,control,5,116.01,0,0
1640,control,5,68.36,1,0
1641,control,4,110.17,1,0
1642,control,6,153.01,0,0
1643,control,7,201.68,0,1
1644,treatment,9,63.14,1,1
1645,control,5,83.26,0,0
1646,control,3,158.38,0,0
1647,treatment,6,180.24,0,0
1648,control,2,152.56,1,0
1649,control,4,8.54,0,1
1650,treatment,3,92.48,1,0
1651,treatment,10,114.95,1,1
1652,treatment,8,82.5,1,0
1653,control,6,81.45,0,1
1654,control,4,236.54,0,1
1655,treatment,4,104.18,0,0
1656,control,6,21.55,1,1
1657,treatment,7,42.32,1,0
1658,control,3,34.42,0,1
1659,control,4,208.25,0,0
1660,treatment,5,207.17,0,1
1661,treatment,6,157.21,1,1
1662,control,6,50.1,1,0
1663,control,7,2.38,1,0
1664,treatment,10,166.61,1,1
1665,treatment,2,52.7,1,1
1666,control,6,20.57,0,1
1667,control,4,105.75,0,0
1668,treatment,3,99.91,1,1
1669,treatment,5,49.3,1,0
1670,control,3,12.07,0,1
1671,control,7,77.76,0,1
1672,control,7,379.54,0,0
1673,treatment,10,65.62,1,0
1674,control,8,25.66,1,0
1675,treatment,5,47.9,0,0
1676,treatment,5,55.91,0,1
1677,treatment,5,48.52,1,0
1678,control,6,95.31,1,0
1679,control,7,96.36,0,1
1680,control,4,50.69,1,1
1681,control,4,33.82,0,1
1682,treatment,3,95.71,1,0
1683,treatment,6,459.18,1,0
1684,treatment,6,161.51,0,0
1685,treatment,7,152.54,1,0
1686,control,5,125.15,0,0
1687,control,7,21.82,1,1
1688,control,7,71.36,0,1
1689,control,5,81.47,1,0
1690,control,3,62.54,0,0
1691,control,2,46.1,1,1
1692,treatment,0,256.91,1,1
1693,control,5,112.86,1,0
1694,treatment,6,79.13,1,0
1695,treatment,5,286.57,1,1
1696,control,3,18.78,0,0
1697,treatment,8,146.13,0,0
1698,treatment,7,115.87,0,1
1699,treatment,6,69.3,1,0
1700,control,3,39.81,0,1
1701,control,1,144.4,0,1
1702,control,3,86.4,0,1
1703,control,5,237.82,1,1
1704,control,6,93.95,0,0
1705,control,4,71.48,0,0
1706,control,3,129.3,0,0
1707,control,4,62.28,0,1
1708,control,5,61.53,0,0
1709,control,3,36.56,0,0
1710,control,11,314.39,0,0
1711,treatment,4,42.23,1,0
1712,treatment,6,83.92,1,0
1713,treatment,5,23.03,0,1
1714,control,14,86.0,0,1
1715,treatment,7,131.83,1,1
1716,treatment,7,157.04,0,0
1717,control,3,37.42,1,1
1718,treatment,5,262.43,1,0
1719,treatment,9,38.39,1,1
1720,treatment,7,80.76,0,1
1721,treatment,11,41.33,0,1
1722,control,9,73.6,0,0
1723,control,8,21.18,0,0
1724,control,7,73.53,0,0
1725,control,6,169.27,0,0
1726,control,4,38.3,0,1
1727,control,12,38.17,1,0
1728,control,3,68.78,0,1
1729,control,4,43.5,1,1
1730,control,3,44.32,0,1
1731,control,5,64.51,0,0
1732,control,5,112.01,1,1
1733,control,5,106.1,1,1
1734,treatment,2,80.19,1,0
1735,treatment,7,208.09,0,0
1736,treatment,6,135.96,1,0
1737,treatment,7,133.52,0,0
1738,control,6,135.1,0,1
1739,treatment,6,76.48,1,1
1740,treatment,8,100.03,1,0
1741,control,5,220.73,1,0
1742,control,5,162.36,0,0
1743,control,5,109.21,0,0
1744,treatment,5,60.6,1,0
1745,control,3,63.2,0,0
1746,treatment,4,21.59,1,1
1747,control,4,61.71,0,1
1748,treatment,3,122.19,1,0
1749,treatment,9,60.4,1,0
